original_index,text,is_antisemitic,keyword,prediction_both_def,description,prediction_IHRA,description_IHRA,prediction_JD,description_JD
4771,The whole damn government is a pack of catholics with jews hiding in their closets..,1,Jews,IHRA Definition,"The text promotes a conspiracy theory about Jews secretly controlling or hiding within government, which constitutes a mendacious allegation about Jewish collective power and control over government institutions as defined by the IHRA working definition.",True,"The text contains antisemitic stereotypical allegations about Jews as a collective, suggesting they are secretly controlling or manipulating government through Catholics. This promotes conspiracy theories about Jewish hidden influence and control, which aligns with the IHRA definition's examples of antisemitic content.",True,"This text contains antisemitic content as it portrays Jews as a secretive, hidden force manipulating government from behind the scenes. The phrase 'hiding in their closets' invokes classical antisemitic conspiracy theories about Jews secretly controlling political power, which constitutes discrimination and prejudice against Jews as Jews."
6803,says all the evil is coming from out of NEW YORK  and CIA HQ in virginia. =ZIONAZI'S.  i think he is right; and its been networking and spreading globally for around 120 years. https://t.co/GuizkH2ufy,1,ZioNazi,IHRA Definition,"The text uses the antisemitic portmanteau 'ZIONAZI'S' which compares Israeli/Zionist policy to Nazi actions, explicitly listed as antisemitic in the IHRA definition. It also promotes conspiracy theories about evil emanating from specific locations associated with Jewish/Zionist influence, fitting the pattern of attributing global malevolent control to Jews.",True,"The text uses the antisemitic portmanteau 'ZIONAZI'S' which combines 'Zionist' with 'Nazi', making a comparison between Israeli/Jewish political movement and Nazis. This falls under the IHRA definition's example of comparing Israeli policy to Nazi actions, and promotes conspiracy theories about coordinated global evil emanating from specific locations associated with Jewish influence.",True,"The text uses the antisemitic portmanteau 'ZIONAZI'S' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', linking Jews/Zionists to forces of evil. It also promotes a conspiracy theory attributing 'all the evil' to specific locations associated with Jewish/Zionist influence, essentializing and demonizing Jews as a collective."
5627,"There's the evidence. It's when I discovered the Nakba and what a bunch of war criminal scum they really are that everything changed. Even with me being friendly towards them, they didn't offer me to stay in their so called safe haven for Jews.
That was in Alice Housing. https://t.co/yHwSUpS4HV",1,Jews,IHRA Definition,"The text contains dehumanizing language calling Jews 'war criminal scum' as a collective group, which constitutes a stereotypical and demonizing allegation about Jews as a people. This meets the IHRA definition's criteria for antisemitic content that makes mendacious, dehumanizing allegations about Jews collectively.",True,"The text contains dehumanizing language referring to Jews collectively as 'war criminal scum' and makes stereotypical allegations about Jews as a group. This meets the IHRA definition criteria for making 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as a collective.'",False,"This text criticizes Israeli actions regarding the Nakba and expresses personal disappointment about not being welcomed, but does not invoke antisemitic tropes or target Jews as Jews. The criticism appears to be directed at specific policies and actions rather than essentializing Jewish people or invoking conspiracy theories."
944,"Israel continues to capitalise on #CoronavirusPandemic distraction, using it to opportunistically destroy hundreds of hectares of agricultural land in 2 Bedouin communities in the Negev desert this week
ETHNIC CLEANSING
#Group4Palestine https://t.co/7ByJMDo0Bn",1,Israel,None,"This text criticizes specific Israeli government actions regarding land destruction in Bedouin communities, which constitutes legitimate policy criticism similar to what might be leveled against any other country. While the term 'ethnic cleansing' is strong language, the text focuses on state actions rather than targeting Jews as Jews or employing antisemitic tropes.",False,"This text criticizes specific Israeli government actions regarding land destruction in Bedouin communities, which constitutes legitimate policy criticism similar to what might be leveled against any other country. While it uses strong language like 'ethnic cleansing,' it targets Israeli policies and actions rather than Jews as a collective, and does not employ antisemitic tropes, conspiracy theories, or other elements defined as antisemitic by the IHRA definition.",False,"This text criticizes specific Israeli government actions regarding land destruction in Bedouin communities, which constitutes evidence-based criticism of state policy. While the language is strong ('ethnic cleansing'), it does not invoke antisemitic tropes, target Jews as Jews, or make conspiratorial claims about Jewish people."
6720,AKA the temporary ZioNazi entity better known as Israhell ruled by Satanyahu!,1,ZioNazi,IHRA Definition,"The text contains multiple antisemitic elements: it compares Israel to Nazis ('ZioNazi'), uses dehumanizing language ('Israhell'), and employs demonizing rhetoric ('Satanyahu'). These Nazi comparisons and demonizing characterizations of Israel fall under the IHRA definition's examples of antisemitism.",True,"The text contains multiple antisemitic elements according to IHRA definition: it compares Israeli policy to Nazi actions ('ZioNazi'), uses dehumanizing language ('Israhell'), and employs demonizing characterizations ('Satanyahu'). These go beyond legitimate criticism and employ classic antisemitic tropes.",True,"The text combines Israel with Nazi terminology ('ZioNazi'), uses dehumanizing language ('Israhell'), and links Israeli leadership to Satan ('Satanyahu'). This applies classical antisemitic imagery by connecting Jews/Israel to forces of evil and Nazi comparisons in a non-evidence-based inflammatory manner."
2436,"Fucking Jews, other franchises giving out way more shit for half court shots",1,Jews,IHRA Definition,"The text uses 'Fucking Jews' as a derogatory generalization about Jewish people as a collective, employing an antisemitic stereotype about Jews being cheap or stingy. This constitutes a stereotypical allegation about Jews as a group, which falls under the IHRA definition of antisemitism.",True,"The text uses a derogatory slur ('Fucking Jews') in a context that appears to invoke negative stereotypes about Jewish people being cheap or stingy regarding promotional giveaways. This constitutes stereotypical allegations about Jews as a collective, which meets the IHRA definition of antisemitism.",True,"The text uses 'Fucking Jews' as a derogatory generalization to express frustration about perceived unfairness, applying a negative stereotype about Jews being cheap or stingy. This constitutes discrimination and prejudice against Jews as Jews through essentializing language."
6670,"""What kind of brainwashing is that?"" The #TheFakeNewsKind The ZioNazis plant the lie deeply so it won't get mixed i… https://t.co/terCLV1iv6",1,ZioNazi,IHRA Definition,"The text uses the antisemitic term 'ZioNazis' which combines 'Zionist' with 'Nazi', making a comparison between Israeli/Zionist policies and Nazi actions. This falls under the IHRA definition's example of comparing Israeli policy to Nazi actions, which is considered antisemitic.",True,"The text uses the term 'ZioNazis' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist ideology to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions' and uses derogatory language targeting Jews/Israelis.",True,"The text uses the term 'ZioNazis' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', effectively comparing Jews/Israelis to their historical persecutors. This constitutes applying antisemitic symbols and tropes to Israel and Jews, which the Jerusalem Declaration identifies as antisemitic."
2758,1.8 mio Jews (haredim) say: https://t.co/yXePo7gWLB,1,Jews,None,"The text appears to be a social media post referencing 1.8 million Haredi Jews with a link, but contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews. Without additional context from the linked content, this appears to be a neutral factual reference.",False,"The text appears to reference a statistic about Haredi Jews and includes a link, but contains no antisemitic content according to the IHRA definition. It does not promote stereotypes, conspiracy theories, Holocaust denial, or other forms of antisemitism outlined in the guidelines.",False,"The text appears to reference Haredi Jews making some statement via a link, but contains no antisemitic content. It simply mentions a Jewish religious group without any negative generalizations, conspiracy theories, or classical antisemitic tropes."
3966,"Hindus hate muslim Indians so much that they are able to hope that the Jews will do the same in occupied Palestine.  Hindu and Judaist religious fascism, same fight!",1,Jews,IHRA Definition,"The text contains antisemitic elements by making sweeping negative generalizations about Jews as a collective group, suggesting they engage in harmful actions against Palestinians based on their Jewish identity. The phrase 'Judaist religious fascism' applies derogatory stereotyping to Jews as a group, which meets IHRA criteria for antisemitism.",False,"While the text contains inflammatory language about religious groups and uses the term 'occupied Palestine,' it does not meet IHRA criteria for antisemitism. The criticism appears to target Israeli policies in Palestinian territories rather than Jews as a collective, and does not employ classic antisemitic tropes, conspiracy theories, or Holocaust denial.",False,This text criticizes religious nationalism/fascism among Hindus and Jews but does not target Jews as Jews with antisemitic tropes. It appears to be political criticism of religious extremism rather than invoking classical antisemitic stereotypes or conspiracy theories.
120,"Israel is in big trouble. Their prosperity is blinding them from their true condition, they blame the government for the troubles in their own hearts, and they are trying to out-do each other in calf worship. How will God respond? #TTB #BibleBus #God https://t.co/ygffMLH1Ak",1,Israel,None,"This text appears to be religious commentary referencing biblical themes about ancient Israel, using metaphorical language like 'calf worship' that refers to biblical idolatry. It does not target contemporary Jews or contain antisemitic tropes, but rather discusses spiritual/theological themes about ancient Israel in a biblical context.",False,"This text appears to be religious commentary referencing biblical themes about ancient Israel, using metaphorical language like 'calf worship' that refers to biblical idolatry. It does not contain antisemitic tropes, conspiracy theories, or attacks on Jewish people collectively, but rather seems to be theological discourse about spiritual conditions.",False,"This text appears to be religious commentary referencing biblical themes about ancient Israel, using metaphorical language like 'calf worship' that refers to biblical idolatry. It does not target Jews as Jews or invoke antisemitic tropes, but rather appears to be theological discourse about spiritual conditions."
3918,"An interesting Chinese perspective on ""Jews run the West"".. https://t.co/x7srZedygE",1,Jews,IHRA Definition,"The text promotes the classic antisemitic conspiracy theory that 'Jews run the West,' which falls under the IHRA definition's prohibition against 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as a collective' and myths about Jewish world conspiracy or control of institutions.",True,"The text promotes the classic antisemitic conspiracy theory that 'Jews run the West,' which falls under the IHRA definition's prohibition against 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as a collective' and 'myths about Jewish world conspiracy or Jewish control of media, economy, government, or other institutions.'",True,"The text promotes the antisemitic conspiracy theory that 'Jews run the West,' which is a classic example of linking Jews to hidden power and control. This essentializes Jews as a collective and perpetuates harmful stereotypes about Jewish global domination, fitting the JDA definition of antisemitism that targets Jews as Jews through conspiracy theories."
1686,"The Jews say, ""Ezra is the son of Allah"" and the Christians say, ""The Messiah is the son of Allah."" That is their s… https://t.co/waEU874DnF",1,Jews,None,This appears to be a direct quote from the Quran (Surah 9:30) discussing theological differences between religious groups. It is presenting religious doctrine rather than making antisemitic claims about Jewish people as a collective or promoting harmful stereotypes.,False,"This text appears to be a direct quote from the Quran (9:30) discussing theological differences between religious groups. It is presenting religious doctrine rather than making antisemitic allegations, conspiracy theories, or stereotypical claims about Jewish people as defined by the IHRA guidelines.",False,"This appears to be a quote from the Quran (9:30) discussing theological differences between religious groups. It is presenting religious doctrine rather than making discriminatory statements against Jews as Jews, and does not invoke antisemitic tropes or conspiracy theories."
6646,"Israel -ZioNazi Thieves to steal more Land from Muslims
#ZioNazi
#Israel
#settler 
#FreePalestine",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli policy to Nazi actions, a clear example of antisemitism under the IHRA definition. The term combines 'Zionist' with 'Nazi' to make this comparison explicit, regardless of the criticism of settlement policies.",True,"The text uses the term 'ZioNazi' which directly compares Israeli policy to Nazi actions, a clear example of antisemitism according to the IHRA definition. The text also employs dehumanizing language by calling Israelis 'thieves' in a collective manner.",True,"The text uses the term 'ZioNazi' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', effectively applying antisemitic symbols to Israel. This constitutes antisemitism according to the Jerusalem Declaration as it links Israel/Zionism to forces of evil through Nazi imagery rather than providing evidence-based criticism."
3528,RT :   Revelation says those who claim to be Jews but are not they are of the synagogue of Satan,1,Jews,IHRA Definition,"This text promotes a classic antisemitic trope by suggesting that Jewish people are not truly Jewish and are associated with Satan. This constitutes a dehumanizing and demonizing allegation about Jews as a collective, which clearly falls under the IHRA definition of antisemitism.",True,"This text promotes a classic antisemitic trope by suggesting that Jewish people are associated with Satan or evil forces. The reference to 'synagogue of Satan' is a derogatory characterization that demonizes Jews as a collective group, which falls under the IHRA definition's criteria of making 'dehumanizing, demonizing, or stereotypical allegations about Jews as a collective.'",True,"This text invokes the antisemitic trope of 'fake Jews' or questioning Jewish authenticity, combined with linking Jews to Satan/evil forces. The reference to 'synagogue of Satan' applies classical antisemitic imagery that portrays Jews as connected to evil, which constitutes discrimination against Jews as Jews."
742,"Israel must disappear from Time Of Page??
#covid1948 
#QodsDay https://t.co/kE9XTcnjal",1,Israel,Jerusalem Declaration + IHRA Definition,The statement 'Israel must disappear' denies the Jewish people's right to self-determination and calls for the elimination of the Jewish state. This meets the IHRA definition criteria for antisemitism by denying Jews' right to exist as a nation.,True,The text states 'Israel must disappear' which denies the Jewish people's right to self-determination by calling for the elimination of the Jewish state. This directly violates the IHRA definition which identifies denying Jewish people's right to self-determination as antisemitic.,True,"The text calls for Israel to 'disappear' which denies Jews' right to exist and flourish in Israel, a core example of antisemitism according to the Jerusalem Declaration. The hashtag #covid1948 appears to link Israel's founding to disease/evil, invoking antisemitic conspiracy tropes."
5538,"RT :   And they claim the land in Jews name??? 

Zionism existence is a shame for the entire humanity! https://t.co/A1ETXDQdam",1,Jews,Jerusalem Declaration + IHRA Definition,"The text contains legitimate criticism of Zionism as a political ideology ('Zionism existence is a shame for the entire humanity'), which is protected under the Jerusalem Declaration. However, it does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective group, making it political criticism rather than antisemitism.",True,The text contains antisemitic content by denying Jewish people's right to self-determination through the statement 'Zionism existence is a shame for the entire humanity!' This falls under the IHRA definition as it rejects the Jewish right to self-determination by condemning Zionism as inherently shameful.,False,"This text criticizes Zionism as a political ideology, calling it 'a shame for the entire humanity.' While harsh, it targets Zionism as a form of nationalism rather than Jews as Jews. The Jerusalem Declaration explicitly protects criticism of Zionism as a form of nationalism as legitimate political speech."
6467,This is like the ZioNazism look like https://t.co/eOH2YsLZnT,1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazism' which directly compares Israeli/Zionist policies to Nazi actions, a clear example of antisemitism under the IHRA definition. This type of Nazi comparison is explicitly listed as antisemitic in the IHRA guidelines.",True,"The text uses the term 'ZioNazism' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist policies to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'ZioNazism' which combines 'Zionist' with 'Nazi', applying classical antisemitic imagery by comparing Israel/Zionism to Nazis. This constitutes applying antisemitic symbols to Israel according to the Jerusalem Declaration definition."
6412,It was pretty obvious the moment he admitted to being a zionazi,1,ZioNazi,IHRA Definition,"The text uses the term 'zionazi' which combines 'Zionist' with 'Nazi', constituting a comparison of Israeli/Zionist ideology to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'zionazi' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist ideology to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions' and uses derogatory language that demonizes supporters of Israel.",True,"The text uses the portmanteau 'zionazi' which combines 'Zionist' with 'Nazi', applying Nazi imagery to supporters of Zionism/Israel. According to the Jerusalem Declaration, applying antisemitic symbols or comparisons to Israel constitutes antisemitism, as this inflammatory rhetoric goes beyond evidence-based criticism."
2329,Trump treats Hispanics like the Nazis treated Jews!,1,Jews,Jerusalem Declaration + IHRA Definition,"This text compares Trump's treatment of Hispanics to Nazi treatment of Jews, which constitutes a Nazi comparison applied to a contemporary political situation. Under the IHRA Definition, comparing Israeli policy to Nazi actions is antisemitic, and the Jerusalem Declaration maintains this standard while being more specific about Israel-related contexts.",False,"This text compares Trump's treatment of Hispanics to Nazi treatment of Jews, but does not target Jewish people or Israel. The IHRA definition focuses on antisemitism directed at Jews, and this statement uses the Holocaust as a historical comparison point without denying, distorting, or minimizing it, nor does it contain antisemitic tropes about Jewish people.",False,"This text makes a historical comparison between Trump's treatment of Hispanics and Nazi treatment of Jews. While potentially inflammatory, it does not target Jews as Jews, invoke antisemitic tropes, or demonstrate prejudice against Jewish people. The Jerusalem Declaration allows for evidence-based historical comparisons, and this appears to be political criticism using historical analogy rather than antisemitic content."
6610,"France ideal playground for Zionazibumchummery &amp; Muzzodislike.. 
Come ter think er it..quite a few places like that around.. cough??cough",1,ZioNazi,IHRA Definition,"The text uses the antisemitic portmanteau 'Zionazibumchummery' which combines 'Zionist' with 'Nazi', constituting a comparison of Israeli/Zionist policy to Nazi actions. This falls under the IHRA definition's examples of antisemitism that include drawing comparisons of contemporary Israeli policy to that of the Nazis.",True,"The text contains the antisemitic portmanteau 'Zionazibumchummery' which combines 'Zionist' with 'Nazi', making a comparison between Israeli/Zionist policies and Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the antisemitic portmanteau 'Zionazibumchummery' which combines 'Zionist' with 'Nazi', applying classical antisemitic imagery by equating Zionism/Jews with Nazis. This constitutes applying antisemitic symbols to Israel and invoking Nazi comparisons in a derogatory manner rather than evidence-based analysis."
1942,"The issue is not whether Jews deserve a homeland, or have a historic connection to the land of Palestine, of course… https://t.co/cbKHpr9JV5",1,Jews,None,"The text acknowledges Jews' right to a homeland and historic connection to Palestine, which is consistent with recognizing Jewish self-determination. The incomplete nature of the text (ending with a link) makes it impossible to determine if any antisemitic content follows, but the visible portion contains no antisemitic tropes or language.",False,"The text acknowledges that Jews deserve a homeland and have a historic connection to Palestine, which affirms rather than denies Jewish rights to self-determination. This statement does not contain antisemitic tropes, conspiracy theories, or denial of Jewish legitimacy.",False,"The text acknowledges Jews' historic connection to Palestine and their deserving of a homeland, which contradicts antisemitic denial of Jewish rights. This appears to be setting up a nuanced discussion rather than expressing hostility toward Jews as Jews."
6572,"...while corrupt, craven #Arab, #Muslim &amp; #UN govts all look the other way, blackmailed &amp; bribed by the ZioNazi ent… https://t.co/JpFShFWnhP",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli/Zionist policies to Nazi actions, a clear example of antisemitism under the IHRA definition. This Nazi comparison applies classic antisemitic imagery to Israel and goes beyond legitimate political criticism.",True,"The text uses the term 'ZioNazi' which directly compares Israeli/Zionist policies to Nazi actions, a clear example of antisemitism according to the IHRA definition. This Nazi comparison is explicitly listed as antisemitic content in the guidelines.",True,"The text uses the term 'ZioNazi' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', effectively applying antisemitic symbols to Israel. This constitutes antisemitism according to the Jerusalem Declaration as it links Israel/Zionism to forces of evil through Nazi imagery."
4367,Anyone Else Realize #RBG Allegedly Died On #ConstitutionDay After iPosted Good Things About Women? iThink She Was Obstructing My Case For Bad Jews; The Cause oF Her Fake Death #Theory #Revolution  @ https://t.co/mg2psQ9bt8 ??????,1,Jews,IHRA Definition,"The text contains antisemitic conspiracy theories by referring to 'Bad Jews' as a collective group and promoting conspiracy theories about Ruth Bader Ginsburg's death being 'fake' and connected to obstructing the author's case. This demonstrates stereotypical allegations about Jews as a collective and promotes conspiracy theories, which aligns with the IHRA definition of antisemitism.",True,"The text contains antisemitic content by referring to 'Bad Jews' as a collective group with negative characterization, which constitutes stereotypical allegations about Jews as a collective according to the IHRA definition. The conspiracy theory framing around RBG's death also suggests harmful stereotyping.",True,"The text contains antisemitic content by referring to 'Bad Jews' as a category, which essentializes Jews and makes negative generalizations about them as a group. It also promotes conspiracy theories by suggesting RBG's death was 'fake' and connected to obstructing the author's case, which invokes conspiratorial thinking patterns associated with antisemitism."
5383,All because our yank bastard owners wna behave like jews,1,Jews,IHRA Definition,"The text uses 'behave like jews' as a derogatory comparison, employing negative stereotyping about Jewish people as a collective group. This constitutes antisemitic language under the IHRA definition which includes 'stereotypical allegations about Jews as a collective.'",True,"The text uses 'jews' as a pejorative comparison to describe negative behavior, employing an antisemitic stereotype that attributes undesirable characteristics to Jewish people as a collective group.",True,"The text uses 'jews' as a negative stereotype to describe greedy or exploitative behavior ('behave like jews'), which constitutes essentializing Jews and making sweeping negative generalizations about Jewish people as a group."
2099,"Emanuel Ringelblum, historian
""The Jewish Gestapo agents were busy looking for the rich Jews with hoarded goods, sm… https://t.co/poQDQgOImF",1,Jews,None,"This appears to be a historical reference to Emanuel Ringelblum, a Jewish historian who documented the Warsaw Ghetto. The text seems to be quoting or referencing historical documentation about Jewish collaborators during the Holocaust, which is legitimate historical discourse rather than antisemitic content.",False,"This appears to be a historical quote from Emanuel Ringelblum, a Jewish historian who documented life in the Warsaw Ghetto during WWII. The text references historical events and collaboration during the Holocaust without promoting antisemitic stereotypes or conspiracy theories about Jewish people collectively.",False,"This appears to be a historical quote from Emanuel Ringelblum, a Jewish historian who documented the Warsaw Ghetto. The text references historical events during the Holocaust and does not contain antisemitic tropes, conspiracy theories, or generalizations about Jews as a collective. It appears to be historical documentation rather than antisemitic content."
6779,Yawn another ZioNazi bore supporting apartheid and terrorism on Twitter.,1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli/Zionist policies to Nazi actions, a clear example of antisemitism under the IHRA definition. This Nazi comparison is explicitly listed as an antisemitic manifestation in the IHRA guidelines.",True,"The text uses the antisemitic portmanteau 'ZioNazi' which compares Israeli policy to Nazi actions, a clear example of antisemitism according to the IHRA definition. This combines Zionist with Nazi terminology to demonize and delegitimize Israel through Nazi comparisons.",True,"The text combines 'Zio' (referring to Zionists/Jews) with 'Nazi' to create 'ZioNazi,' which applies classical antisemitic imagery by linking Jews/Zionists to Nazis. This constitutes applying antisemitic symbols and tropes to Israel and its supporters, making it antisemitic according to the Jerusalem Declaration."
5608,The Jews in Israel are not descendants of Judean Hebrews. They are Kazaria converts. A religious mix of Torah &amp; Kazarian mysticism.  Palestinian people ARE the genetic inheritance of the land. Time to see the facts and truth in history. https://t.co/IPhgWVZIiB,1,Jews,IHRA Definition,"This text promotes the antisemitic Khazar theory, falsely claiming that Jewish people are not legitimate descendants of ancient Judeans but rather converts from Khazaria. This denies Jewish people's historical connection to the land and their right to self-determination, which constitutes antisemitism under the IHRA definition.",True,"This text promotes the antisemitic conspiracy theory that Ashkenazi Jews are not legitimate descendants of ancient Israelites but rather converts from the Khazar kingdom, thereby denying Jewish people's historical connection to the land and their right to self-determination. This falls under the IHRA definition's example of denying Jewish people's right to self-determination by falsely claiming they have no legitimate historical claim to Israel.",True,"This text promotes the antisemitic 'Khazar theory' which falsely claims that Ashkenazi Jews are not descended from ancient Israelites but from Khazar converts, thereby denying Jews' historical connection to the land of Israel. The guidelines specifically identify 'Khazars' or 'fake Jews' rhetoric as coded antisemitic language that denies Jews' right to exist and flourish in Israel."
4135,when it’s Hassidic jews who are imposing Sharia law.,1,Jews,IHRA Definition,"This text makes a false and stereotypical allegation about Hasidic Jews by claiming they are 'imposing Sharia law,' which is factually incorrect and promotes a negative stereotype. It conflates Jewish religious practices with Islamic law in a way that appears designed to demonize or mischaracterize Jewish communities.",True,"This text makes a false and stereotypical allegation about Hasidic Jews by claiming they impose 'Sharia law' (Islamic law), which is factually incorrect and promotes confusion between different religious groups. This constitutes a mendacious allegation about Jews as a collective group, fitting the IHRA definition of antisemitism.",True,"This text makes a false and inflammatory generalization about Hasidic Jews, incorrectly claiming they impose 'Sharia law' (an Islamic legal system). This constitutes antisemitic content as it spreads misinformation and makes sweeping negative generalizations about a Jewish religious group, targeting them as Jews."
6691,"With a fake smile, #SophyRidge on #SkyNews Tory Israel lobby TV says in response to ZioNazi, Ian Duncan-Smith, that… https://t.co/43aSnobbBk",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli policy/supporters to Nazis, and refers to 'Israel lobby TV' suggesting Jewish/Israeli control of media. These are classic antisemitic tropes covered by the IHRA definition.",True,"The text contains the antisemitic term 'ZioNazi' which compares Israeli policy to Nazi actions, explicitly listed in the IHRA definition as antisemitic. This Nazi comparison violates the IHRA guidelines regardless of the political context or criticism being made.",True,"The text uses the term 'ZioNazi' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', creating a comparison that invokes antisemitic tropes. The text also refers to 'Tory Israel lobby TV' which suggests conspiratorial thinking about Jewish/Israeli influence over media."
1416,How Israel Spies on US Citizens https://t.co/czTcfffqMO,1,Israel,None,"This text appears to be a headline or link about Israeli intelligence activities regarding US citizens. It discusses state surveillance practices without invoking antisemitic tropes, conspiracy theories about Jewish control, or targeting Jews as a collective group.",False,"This text appears to be sharing a link about Israeli intelligence activities regarding US citizens, which constitutes legitimate political discourse about government surveillance practices. It does not contain antisemitic tropes, conspiracy theories about Jewish collective power, or target Jews as a people rather than discussing specific government actions.",False,"This text appears to be sharing a link about Israeli intelligence activities regarding US citizens, which constitutes evidence-based criticism or reporting about state policies and practices. It does not invoke antisemitic tropes, make generalizations about Jews as a people, or use coded antisemitic language."
6878,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under international law to kick out foreign invaders - Turkey, the USA and ZioNazi Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib https://t.co/0dSC4hk9UF",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli policy to Nazi actions, a clear example of antisemitism under the IHRA definition. This Nazi comparison is applied both to media and to Israel itself, constituting antisemitic content regardless of the broader political commentary about Syria.",True,"The text uses the term 'ZioNazi' which combines 'Zionist' with 'Nazi', directly comparing Israeli policy to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'ZioNazi' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', effectively applying antisemitic symbols to Israel. This constitutes antisemitism according to the Jerusalem Declaration as it links Israel/Zionism to forces of evil through Nazi imagery."
4940,RT :  When Bolshevik Jews got complete control in the Soviet Union they made “anti-semitism” a crime punishable by death. The Russian people ended the Soviet Union Hell on Earth Nightmare and Christianity is now being restored. Article from Jewish publication: https://t.co/0WV0N7Oat9,1,Jews,IHRA Definition,"This text promotes classic antisemitic conspiracy theories by claiming 'Bolshevik Jews got complete control in the Soviet Union' and linking Jews collectively to negative historical events. It makes mendacious allegations about Jews as a collective group having orchestrated political control and oppression, which fits the IHRA definition's criteria for antisemitic content that attributes collective wrongdoing to Jews.",True,"The text promotes antisemitic conspiracy theories by attributing collective blame to 'Bolshevik Jews' for Soviet policies and suggesting Jews as a group controlled the Soviet Union. This makes stereotypical allegations about Jews as a collective having disproportionate power and control, which aligns with classic antisemitic tropes about Jewish conspiracy and control.",True,"This text promotes the antisemitic conspiracy theory that Jews controlled the Soviet Union ('Bolshevik Jews got complete control'), essentializes Jews as a collective group responsible for political oppression, and links Jews to forces of evil by characterizing their alleged control as creating a 'Hell on Earth Nightmare.' These are classic antisemitic tropes that target Jews as Jews."
4433,"(Acts 29:23164)  AND SO THE WHITE PEOPLE began calling themselves ""WHITE JEWS"" like today, that inhabit devil's murderous White Supremacist White Superiority Nazi Gestapo Hitler Israel of the Middle East, still demon Communist guided today, the WHITE JEWS impostor fraud people,",1,Jews,IHRA Definition,"This text contains multiple antisemitic elements including Holocaust distortion by linking Jews to Nazis, dehumanizing language calling Jews 'devils' and 'demons', and promoting conspiracy theories about Jewish identity being fraudulent. These clearly meet IHRA criteria for antisemitism through stereotypical allegations and demonization of Jews as a collective.",True,"The text contains multiple antisemitic elements including dehumanizing language calling Jews 'devils' and 'demons,' comparing Israel to Nazi Germany, and promoting conspiracy theories about Jewish identity being fraudulent. These elements align with IHRA examples of making mendacious allegations about Jews and using classic antisemitic symbols against Israel.",True,"This text contains multiple antisemitic elements including conspiracy theories about 'impostor' Jews, linking Jews to evil forces (demons, Nazis), and using classical antisemitic tropes about Jewish identity being fraudulent. The text essentializes Jews with sweeping negative generalizations and connects them to forces of evil, which clearly constitutes antisemitism under the Jerusalem Declaration definition."
6872,As long as the Tory party stays blindly obedient to the cause of Zionazi.,1,ZioNazi,IHRA Definition,"The text uses the term 'Zionazi' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist ideology to Nazism. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions' and applies Nazi imagery to Israel/Zionism.",True,"The text uses the term 'Zionazi' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist ideology to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'Zionazi' which combines 'Zionist' with 'Nazi', applying classical antisemitic imagery and Nazi symbolism to Israel/Zionism. This constitutes antisemitism according to the Jerusalem Declaration as it applies antisemitic symbols and tropes to Israel rather than making evidence-based political criticism."
