text,is_antisemitic,prediction,original_index,ID,CreateDate,Username,description,keyword,original_text,error_type
"And the Jews and Muslims fight in similar ways. Jesus was a prophet. You killed our prophet! Umm I cut the cords in my mother's house, nearly died and went to jail. Umm same thing.. And she tried to stab me with a butcher knife. Same thing. And I still won't kill her or anything.",1,1,712,1288572061393313793,2020-07-29 20:28:14+00:00,DenebolaZenFoto,"The text contains the antisemitic accusation 'You killed our prophet!' directed at Jews, which refers to the classic antisemitic charge of deicide (killing Jesus). This falls under guideline 2.1.9 regarding 'symbols and images associated with classic antisemitism (e.g., claims of Jews killing Jesus)' and is listed in the clarification as a supposed 'Jewish crime' of 'deicide/killing Jesus.'",Jews,"And the Jews and Muslims fight in similar ways. Jesus was a prophet. You killed our prophet! Umm I cut the cords in my mother's house, nearly died and went to jail. Umm same thing.. And she tried to stab me with a butcher knife. Same thing. And I still won't kill her or anything.",true_positive
RT : This is a perfect example of how Jews across NYC are allowed to do as they please.,1,1,1407,1273067142200602624,2020-06-17 01:37:13+00:00,iyxnoluwa,"The text makes a stereotypical allegation about Jews as a collective group, claiming they are 'allowed to do as they please' which implies special treatment or privilege. This falls under IHRA guideline 2.1.2 regarding 'stereotypical allegations about Jews as such or the power of Jews as collective.'",Jews,RT @mehrettt: This is a perfect example of how Jews across NYC are allowed to do as they please.,true_positive
"I take it that you are Zionazi propagandist,\n\nOtherwise you would mention the British White Paper of 1939 wherein the UK clarified tha Balfour was seeking a small village within #Palestine. \n\nShortly thereafter Menachem Begin and the Irgun Zionazi Gang blew up the King David Hot.",1,1,997,1212840419735875584,2020-01-02 20:57:44+00:00,TheAesculapius,"The text uses the term 'Zionazi' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy/Zionism to that of the Nazis as specified in guideline 2.1.10. This represents a form of antisemitism by drawing Nazi comparisons to characterize Israel/Zionists.",ZioNazi,"@RobertGSilvermn I take it that you are Zionazi propagandist,\n\nOtherwise you would mention the British White Paper of 1939 wherein the UK clarified tha Balfour was seeking a small village within #Palestine. \n\nShortly thereafter Menachem Begin and the Irgun Zionazi Gang blew up the King David Hot.",true_positive
I think there's no UN when you talk about the right of Muslims.\nUN is made for the rights of American and jews' Dogs.,1,1,597,1293762822556528640,2020-08-13 04:14:28+00:00,azhar_saeed4,The text contains antisemitic stereotypes by characterizing Jews as having disproportionate control over international institutions (the UN) and uses dehumanizing language referring to 'jews' Dogs.' This aligns with IHRA guideline 2.1.2 regarding allegations about Jewish power and control over societal institutions.,Jews,@MichailBoris I think there's no UN when you talk about the right of Muslims.\nUN is made for the rights of American and jews' Dogs.,true_positive
Yes people don�t know who runs the top industries in the world the run the entire music industry fashion banking food travel and they are all Jews that�s not anti~Semitic it�s facts!,1,1,1340,1294251099952742405,2020-08-14 12:34:42+00:00,ShanqiueB,"The text makes stereotypical allegations about Jews as a collective controlling major industries (music, fashion, banking, food, travel), which fits IHRA guideline 2.1.2 about 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as such or the power of Jews as collective — such as, especially but not exclusively, the myth about a world Jewish conspiracy or of Jews controlling the media, economy, government or other societal institutions.'",Jews,@Gemini728616565 Yes people don�t know who runs the top industries in the world the run the entire music industry fashion banking food travel and they are all Jews that�s not anti~Semitic it�s facts!,true_positive
"Abu Sufyan, the leader of polytheists said, �Are you sincere about this issue?�  The deceitful Jews said, �Yes. We came here to make a treaty with you about fighting Muhammad!�  #?????_????_??????",1,1,1402,1276914297914957827,2020-06-27 16:24:27+00:00,BilalkhanBkk,"The text contains the antisemitic stereotype of characterizing Jews as 'deceitful,' which falls under the IHRA definition's examples of 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as such.' The text portrays Jews as inherently dishonest and untrustworthy, which are classic antisemitic character traits identified in the guidelines.",Jews,"Abu Sufyan, the leader of polytheists said, �Are you sincere about this issue?�  The deceitful Jews said, �Yes. We came here to make a treaty with you about fighting Muhammad!�  #?????_????_??????",true_positive
"As Israel moves forward with the annexation of the West Bank, and mainstream British politics is gagged of the right to critique Zionism, and Israel�s settler colonial pursuits, we loudly and clearly stand beside our Palestinian comrades.   FREE PALESTINE.",1,0,1050,1277538420009701376,2020-06-29 09:44:29+00:00,Ohhuneyx,"The text criticizes Israeli policies regarding West Bank annexation and settler colonialism, which constitutes criticism of Israel similar to that leveled against other countries. While it uses the term 'settler colonial,' this is a political critique of specific policies rather than targeting Jews as a collective or employing antisemitic stereotypes.",Israel,"As Israel moves forward with the annexation of the West Bank, and mainstream British politics is gagged of the right to critique Zionism, and Israel�s settler colonial pursuits, we loudly and clearly stand beside our Palestinian comrades.   FREE PALESTINE.",false_negative
"American citizen shot dead by ZioNazis in occupied Palestine &amp; yet our government is SILENT, Fxxxxng unbelievable",1,1,1006,1228988467465474058,2020-02-16 10:24:18+00:00,Iqbalwaheed17,"The text uses the term 'ZioNazis' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy to that of the Nazis as specified in guideline 2.1.10. This represents a form of antisemitism by drawing Nazi comparisons to characterize Israel.",ZioNazi,"@philipgiraldi American citizen shot dead by ZioNazis in occupied Palestine &amp; yet our government is SILENT, Fxxxxng unbelievable",true_positive
"Esther 9:2-4 The Jews assembled in their cities throughout all the provinces of King Xerxes to kill those who were planning to harm them. No one could stand up against them, because all the people were terrified of them.",0,0,860,1270527918523904001,2020-06-10 01:27:15+00:00,amareno4him,"This is a direct biblical quotation from the Book of Esther describing a historical narrative where Jews defended themselves against those planning to harm them. The text does not express hatred toward Jews, make stereotypical allegations, or employ antisemitic tropes - it is simply recounting a biblical account of Jewish self-defense.",Jews,"Esther 9:2-4 The Jews assembled in their cities throughout all the provinces of King Xerxes to kill those who were planning to harm them. No one could stand up against them, because all the people were terrified of them.",true_negative
The Old Testament justifies &amp; glorifies genocide against non-Jews.\n\nThe New Testament justifies &amp; encourages hatred of Jews.\n\nThe Quran justifies &amp; encourages hatred of non-Muslims.\n\nBut tell someone at dinner a transwoman is a man and Humza's snp-stasi will put you in the clink.,0,1,738,1321529642772094976,2020-10-28 19:09:54+00:00,joe90kane,"The text makes stereotypical allegations about Jews by claiming the Old Testament 'justifies & glorifies genocide against non-Jews,' which portrays Jews as collectively responsible for promoting genocide. This falls under IHRA guideline 2.1.2 regarding mendacious and stereotypical allegations about Jews as a collective.",Jews,@yona1959 The Old Testament justifies &amp; glorifies genocide against non-Jews.\n\nThe New Testament justifies &amp; encourages hatred of Jews.\n\nThe Quran justifies &amp; encourages hatred of non-Muslims.\n\nBut tell someone at dinner a transwoman is a man and Humza's snp-stasi will put you in the clink.,false_positive
The West Bank and the Gaza Strip are abysmally different from the U.S. or Italy. There is a stark difference in their ability to face the coronavirus. The Palestinians are oppressed by the Israel occupation. #SaveGazaFromCorona #EndGazaSiege #Act4Palestine,0,0,180,1298690526196256768,2020-08-26 18:35:24+00:00,SarahGhanem5,"The text criticizes Israeli policies regarding Palestinian territories and calls for ending the Gaza siege, but this constitutes criticism of Israel similar to criticism leveled against other countries. It does not contain antisemitic stereotypes, conspiracy theories about Jews, or apply double standards that would make it antisemitic under the IHRA definition.",Israel,The West Bank and the Gaza Strip are abysmally different from the U.S. or Italy. There is a stark difference in their ability to face the coronavirus. The Palestinians are oppressed by the Israel occupation. #SaveGazaFromCorona #EndGazaSiege #Act4Palestine,true_negative
"Then they came for the Jews, and I did not speak out - because I was not a Jew. Then they came for me – and there was no left to speak for me #COVID19 #coronavirus  4/n",0,0,454,1245503747083710466,2020-04-02 00:10:08+00:00,colson_alicia,"This text quotes Martin Niemöller's famous poem about the Holocaust and Nazi persecution, using it to draw a parallel about COVID-19 responses. While it references Jews in the context of Nazi persecution, it does not express hatred toward Jews, make stereotypical allegations about Jews, or target Jews as a collective - rather it acknowledges Jewish victimhood during the Holocaust.",Jews,"Then they came for the Jews, and I did not speak out - because I was not a Jew. Then they came for me – and there was no left to speak for me #COVID19 #coronavirus  4/n",true_negative
"🚖 Without a doubt, #MAGA The only thing preventing kikes conceivably is the fault of the alt-right xD Fad ? 💺 ☔ 🐜 ⬇ 🆒 🍂 ❄ ↕ 🌵 ❤ 🚉 🐷",1,1,899,1206117915952631808,2019-12-15 07:44:54+00:00,plivecalmest,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically targeting Jews with derogatory language that expresses hatred toward Jews.",Kikes,"🚖 Without a doubt, #MAGA The only thing preventing kikes conceivably is the fault of the alt-right xD Fad ? 💺 ☔ 🐜 ⬇ 🆒 🍂 ❄ ↕ 🌵 ❤ 🚉 🐷",true_positive
"In 1348, Pope Clementine issued two papal bulls cautioning that Jews couldn't be the cause of the Black Death, because there was no pattern linking Jewish habitation and plague\n\nNobody cared\n\nToday, nobody cares that there is zero link between lockdowns and COVID-19 deaths",0,0,605,1299721410621984769,2020-08-29 14:51:46+00:00,rmck2bbc,"The text presents a historical comparison between medieval scapegoating of Jews during the Black Death and contemporary COVID-19 lockdown policies. While it references historical antisemitic persecution, it does not express hatred toward Jews, make stereotypical allegations about Jews, or promote antisemitic conspiracy theories - rather it appears to use the historical example to critique modern policy responses.",Jews,"In 1348, Pope Clementine issued two papal bulls cautioning that Jews couldn't be the cause of the Black Death, because there was no pattern linking Jewish habitation and plague\n\nNobody cared\n\nToday, nobody cares that there is zero link between lockdowns and COVID-19 deaths",true_negative
"Name one Republican that isn't owned by the banks..donors..corporations...Israel...  and that is a true  ""of the people for the people"" politician.  There is no such thing.  Same goes for the Democrats.  They are a criminal cabal. Both party's.",1,0,1089,1292480098684239873,2020-08-09 15:17:23+00:00,OpinionsMiOwn,"While the text mentions Israel alongside banks, donors, and corporations as entities that allegedly 'own' politicians, this appears to be a general critique of political corruption rather than targeting Jews specifically. The text does not employ antisemitic stereotypes about Jewish control or conspiracy, and treats Israel as one of several political influences rather than singling it out with antisemitic characterizations.",Israel,"Name one Republican that isn't owned by the banks..donors..corporations...Israel...  and that is a true  ""of the people for the people"" politician.  There is no such thing.  Same goes for the Democrats.  They are a criminal cabal. Both party's.",false_negative
"zionazi Maureen lipman has ""left"" the Labour Party three times..... that's 3 times! The last time was because of miliband.. who is Jewish! \n\nThis talentless boring pushy old harridan is irrelevant and old news....  get back to your cocaine snorting!",1,1,996,1198204537678520321,2019-11-23 11:39:58+00:00,RedSimpson3,"The text uses the antisemitic portmanteau 'zionazi' which compares Israeli/Zionist policy to Nazis (guideline 2.1.10), and employs negative stereotypes about Jews being 'pushy' which aligns with antisemitic character portrayals. The text also targets a Jewish individual with dehumanizing language.",ZioNazi,"@michaelgove zionazi Maureen lipman has ""left"" the Labour Party three times..... that's 3 times! The last time was because of miliband.. who is Jewish! \n\nThis talentless boring pushy old harridan is irrelevant and old news....  get back to your cocaine snorting!",true_positive
"If the hetero Jews and the gay goyim all combine forces, can we summon enough clout to help you all kick Kirchik out of both clubs?",0,0,328,1145079528534003714,2019-06-29 21:20:08+00:00,helitzur,"While the text mentions Jews and uses the term 'goyim' (non-Jews), it does not express hatred toward Jews or employ antisemitic stereotypes. The text appears to be making a humorous comment about combining different groups to address someone named Kirchik, without targeting Jews with negative characterizations or conspiracy theories.",Jews,"@guybranum If the hetero Jews and the gay goyim all combine forces, can we summon enough clout to help you all kick Kirchik out of both clubs?",true_negative
"RT : this feels like a Centrist Older Jew take, but yes you really do have to mention jews in your holocaust tweet",0,0,1130,1089930981149163521,2019-01-28 16:59:30+00:00,naomieliana,"The text discusses Holocaust commemoration practices and mentions Jews in a descriptive context about Holocaust remembrance. It does not express hatred toward Jews, employ antisemitic stereotypes, or make any of the specific antisemitic allegations outlined in the IHRA definition.",Jews,"RT @avigayiln: this feels like a Centrist Older Jew take, but yes you really do have to mention jews in your holocaust tweet",true_negative
"One Crore Jews handle Global Geo-Politics, Media, and Monetary System.  Hundred Crore Hindus aren�t even allowed to burst firecrackers ?? forget about managing our temples or traditions.",1,1,1494,1328391491291545601,2020-11-16 17:36:26+00:00,beingzeeel,"The text makes stereotypical allegations about Jews controlling global institutions (politics, media, monetary system), which falls under IHRA guideline 2.1.2 regarding 'the myth about a world Jewish conspiracy or of Jews controlling the media, economy, government or other societal institutions.' This constitutes antisemitic conspiracy theorizing about Jewish collective power.",Jews,"One Crore Jews handle Global Geo-Politics, Media, and Monetary System.  Hundred Crore Hindus aren�t even allowed to burst firecrackers ?? forget about managing our temples or traditions.",true_positive
"To the Jews, crucifixion is a stumbling block. The whole process of crucifixion was seen as unclean/curse in the Jewish culture.\n\n📖| The Power of the Cross\n🎙| Pastor",0,0,848,1248543875922345984,2020-04-10 09:30:31+00:00,icgcworldwide,"This text appears to be a religious commentary discussing Jewish cultural/religious perspectives on crucifixion in a theological context. While it references Jews, it does not contain hatred, negative stereotypes, conspiracy theories, or other manifestations of antisemitism as defined by IHRA. It reads as educational religious content rather than antisemitic rhetoric.",Jews,"To the Jews, crucifixion is a stumbling block. The whole process of crucifixion was seen as unclean/curse in the Jewish culture.\n\n📖| The Power of the Cross\n🎙| Pastor @MensaOtabil",true_negative
😼 #unpopularopinion #randum The best thing about kikes being rife with corruption was the patriachy rawr xd Rad ? 🚑 ⭐ ↔ 🚙 ◀ 🆒 👡 🌞 🌻 💞 🔶 🐒,1,1,921,1195892034596409344,2019-11-17 02:30:54+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people, and associates Jews with corruption, fitting the IHRA definition of antisemitism as hatred toward Jews expressed through stereotypical allegations about Jewish character.",Kikes,😼 #unpopularopinion #randum The best thing about kikes being rife with corruption was the patriachy rawr xd Rad ? 🚑 ⭐ ↔ 🚙 ◀ 🆒 👡 🌞 🌻 💞 🔶 🐒,true_positive
"The Messiah comes to end the civilization of the Jews, the wicked ones.  There are plenty of good Jews.-#NOISundays",1,1,303,1087038566981648384,2019-01-20 17:26:05+00:00,KazeemJaleel,"The text contains antisemitic rhetoric by characterizing Jews as 'the wicked ones' whose civilization needs to be ended, which constitutes demonizing and stereotypical allegations about Jews as a collective. This falls under IHRA guideline 2.1.2 regarding mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews.",Jews,"The Messiah comes to end the civilization of the Jews, the wicked ones.  There are plenty of good Jews.-#NOISundays",true_positive
"When someone says “I’m against settlements,” what they’re really saying is “I’m for ethnic cleansing of Jews in areas I don’t want them.” Jews cannot live outside of settlements in those areas w/o possibly fatal consequences. The PA regards sale of land to a Jew as a cap crime.",0,0,474,1222528852163006465,2020-01-29 14:36:06+00:00,clantro,"The text criticizes those who oppose Israeli settlements by arguing they support ethnic cleansing of Jews, and mentions Palestinian Authority policies regarding land sales to Jews. While the text discusses Jews and Israeli policy, it does not contain antisemitic stereotypes, conspiracy theories, or other manifestations outlined in the IHRA definition - rather it appears to defend Jewish presence in certain areas.",Jews,"When someone says “I’m against settlements,” what they’re really saying is “I’m for ethnic cleansing of Jews in areas I don’t want them.” Jews cannot live outside of settlements in those areas w/o possibly fatal consequences. The PA regards sale of land to a Jew as a cap crime.",true_negative
"The Synagogue controls the East &amp; West\n\nThe Jews control the cinema and the film industry, not only in America but in almost all countries of the world, including the Soviet Union. The textile industry and the cotton trade is also nearly everywhere in the hands of Jewry.",1,1,718,1225984535046840320,2020-02-08 03:27:45+00:00,Jeffcam1263,"The text makes mendacious allegations about Jews controlling major industries and institutions globally, which fits the IHRA definition's example 2.1.2 of 'stereotypical allegations about Jews as such or the power of Jews as collective' including 'Jews controlling the media, economy, government or other societal institutions.'",Jews,"The Synagogue controls the East &amp; West\n\nThe Jews control the cinema and the film industry, not only in America but in almost all countries of the world, including the Soviet Union. The textile industry and the cotton trade is also nearly everywhere in the hands of Jewry.",true_positive
"1 Corinthians 12:13-14 (KJV)  For by one Spirit are we all baptized into one body, whether we be Jews or Gentiles, whether we be bond or free; and have been all made to drink into one Spirit.\nFor the body is not one member, but many.",0,0,851,1282402005324107777,2020-07-12 19:50:38+00:00,believeJesus123,"This is a direct biblical quotation from 1 Corinthians that discusses spiritual unity among all people, including Jews and Gentiles. The text presents Jews in a neutral, theological context without expressing hatred, employing stereotypes, or making any negative allegations about Jewish people.",Jews,"1 Corinthians 12:13-14 (KJV)  For by one Spirit are we all baptized into one body, whether we be Jews or Gentiles, whether we be bond or free; and have been all made to drink into one Spirit.\nFor the body is not one member, but many.",true_negative
"Trump came through my neighborhood this evening. \n\nMany Los Angelenos screamed protests. \n\nOrthodox Jews thronged the sidewalks, holding up their children, waving and cheering the motorcade.",0,0,394,1230136143137689601,2020-02-19 14:24:46+00:00,BearingTruth,"The text describes Orthodox Jews cheering for Trump's motorcade without making any negative allegations, stereotypes, or hateful statements about Jews. It simply reports an observed behavior of a specific group in a factual manner without expressing hatred or employing antisemitic tropes.",Jews,"Trump came through my neighborhood this evening. \n\nMany Los Angelenos screamed protests. \n\nOrthodox Jews thronged the sidewalks, holding up their children, waving and cheering the motorcade.",true_negative
"""The Holocaust was legal. Slavery was legal. Segregation was legal.  People who hid Jews in their homes were criminalized. People who freed slaves were criminalized. People who stood up for equality and justice were criminalized.   Legality is not a guide for morality!""",0,0,1138,1210842936126164994,2019-12-28 08:40:27+00:00,kaleb_russell1,"The text uses the Holocaust as a historical example alongside slavery and segregation to make a point about the distinction between legality and morality. It does not deny, minimize, or distort the Holocaust, nor does it contain any antisemitic stereotypes, conspiracy theories, or hatred toward Jews. The reference to people who hid Jews portrays them positively as moral actors.",Jews,"""The Holocaust was legal. Slavery was legal. Segregation was legal.  People who hid Jews in their homes were criminalized. People who freed slaves were criminalized. People who stood up for equality and justice were criminalized.   Legality is not a guide for morality!""",true_negative
Is the UN still looking in the opposite direction from ZioNazi Israel’s War Crimes?,1,1,983,1179456028586450950,2019-10-02 18:00:05+00:00,JackieO1066,"The text uses the term 'ZioNazi' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy to that of the Nazis as specified in guideline 2.1.10. This represents a clear manifestation of antisemitism according to the IHRA definition.",ZioNazi,@swilkinsonbc Is the UN still looking in the opposite direction from ZioNazi Israel’s War Crimes?,true_positive
satan used hitler to   persecute talmudic &amp; kabbalah following jews   so that later they would be protected.   no one can speak against them.   They hate Christ and believe he was a bastard who practiced divination.   So many people in charge are freemasons &amp; Talmudic jews.,1,1,1463,1309537896429318144,2020-09-25 16:58:59+00:00,Thatguy_Chance,"The text contains multiple antisemitic elements according to IHRA guidelines: it promotes conspiracy theories about Jews controlling positions of power ('So many people in charge are...Talmudic jews'), demonizes Jewish religious texts (Talmud and Kabbalah), and perpetuates the deicide accusation ('They hate Christ'). These align with IHRA examples 2.1.2 (allegations about Jewish power/conspiracy) and classic antisemitic stereotypes about Jewish religious practices and supposed crimes.",Jews,satan used hitler to   persecute talmudic &amp; kabbalah following jews   so that later they would be protected.   no one can speak against them.   They hate Christ and believe he was a bastard who practiced divination.   So many people in charge are freemasons &amp; Talmudic jews.,true_positive
He hate two types of Jews those who betrayed him and tried to kill him and those who sold idols and conspired with the Catholic Church to destroy him and gave them the wisdom of Allah. You have Muslims that's pedophiles do you have Muslims is that these robbers,1,1,650,1240592216692842497,2020-03-19 10:53:28+00:00,RahmanGMuhamma2,"The text contains antisemitic allegations that Jews 'betrayed' and 'tried to kill' someone (likely referring to religious figures), 'sold idols,' and 'conspired with the Catholic Church' using 'wisdom of Allah.' These accusations align with classic antisemitic tropes about Jewish deicide, conspiracy, and betrayal mentioned in the IHRA definition's examples of stereotypical allegations about Jews.",Jews,He hate two types of Jews those who betrayed him and tried to kill him and those who sold idols and conspired with the Catholic Church to destroy him and gave them the wisdom of Allah. You have Muslims that's pedophiles do you have Muslims is that these robbers,true_positive
"Let's be crystal clear. When Pres. Trump says that  Jews who vote for Democrats show ""either a total lack of knowledge or great disloyalty,"" he is summoning the forces of bigotry and anti-Semitism with all of its blood-stained history.",0,0,297,1164566330751819776,2019-08-22 15:53:44+00:00,DanielShawNYC,"This text criticizes Trump's statement about Jewish voters as antisemitic rather than expressing antisemitism itself. The text condemns what it characterizes as antisemitic rhetoric and warns against 'summoning the forces of bigotry and anti-Semitism,' which is opposition to antisemitism, not an expression of it.",Jews,"Let's be crystal clear. When Pres. Trump says that  Jews who vote for Democrats show ""either a total lack of knowledge or great disloyalty,"" he is summoning the forces of bigotry and anti-Semitism with all of its blood-stained history.",true_negative
I am MUSLIM.\nChristians kill me in Iraq.\nBuddhist kill me in Burma.\nJews kill me in Palestine.\nHindus  kill me in Kashmir.\nAthesit kill me in New Zealand.\nBut still I am a #Terrorist.😒\n#Stop_Terrorism,1,0,283,1106877920528793601,2019-03-16 11:20:35+00:00,AbdulKabir_88,"While the text mentions Jews in the context of Palestine, it does not make antisemitic allegations about Jews as a collective, employ antisemitic stereotypes, or target Jews specifically. The text appears to be making a general statement about perceived persecution of Muslims by various religious groups, treating Jews similarly to other groups mentioned.",Jews,I am MUSLIM.\nChristians kill me in Iraq.\nBuddhist kill me in Burma.\nJews kill me in Palestine.\nHindus  kill me in Kashmir.\nAthesit kill me in New Zealand.\nBut still I am a #Terrorist.😒\n#Stop_Terrorism,false_negative
I found one goy! Wait a minute: 11/12 banksters/financiers/(((philanthropists))) depicted are Jews? That ratio is too low! Antisemitism!! This is another Shoah!!,1,1,1296,1255148323293421571,2020-04-28 14:54:14+00:00,Gladstone_II,"The text contains multiple antisemitic elements: it uses the derogatory term 'goy' for non-Jews, employs the triple parentheses echo symbol '(((philanthropists)))' which is an antisemitic dog whistle, perpetuates the stereotype that Jews control banking/finance, and trivializes the Holocaust by sarcastically referring to 'another Shoah'.",Jews,I found one goy! Wait a minute: 11/12 banksters/financiers/(((philanthropists))) depicted are Jews? That ratio is too low! Antisemitism!! This is another Shoah!!,true_positive
"Identity is complex, and Jewish identity even more so. The differences in culture developed through diaspora have led to rich and interesting sub-cultures. As Jews, we have prayed for return to Israel and rebuilding of Jerusalem ever since we left.",0,0,791,1298716274600501249,2020-08-26 20:17:43+00:00,jacob_yaakov,"The text discusses Jewish identity, diaspora cultures, and historical prayers for return to Israel in a respectful, factual manner. It does not contain hatred toward Jews, negative stereotypes, conspiracy theories, or any other manifestations of antisemitism as defined by the IHRA guidelines.",Jews,"Identity is complex, and Jewish identity even more so. The differences in culture developed through diaspora have led to rich and interesting sub-cultures. As Jews, we have prayed for return to Israel and rebuilding of Jerusalem ever since we left.",true_negative
"Barbarians, KKK, NAZI, ISIS, Wirathu, JVP, Zionazis had/have such constituents. \nOpen and closeted.",1,1,942,1121380214808829953,2019-04-25 11:47:32+00:00,Tamil1947,"The text uses the term 'Zionazis' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli/Zionist policy to that of the Nazis. According to IHRA guideline 2.1.10, drawing comparisons of contemporary Israeli policy to that of the Nazis is antisemitic.",ZioNazi,"@sdsanddunes Barbarians, KKK, NAZI, ISIS, Wirathu, JVP, Zionazis had/have such constituents. \nOpen and closeted.",true_positive
RT : This is a perfect example of how Jews across NYC are allowed to do as they please.,1,1,1311,1272910152350535692,2020-06-16 15:13:24+00:00,sharonka3,"The text makes a stereotypical allegation about Jews as a collective, claiming they are 'allowed to do as they please' in NYC, which implies special treatment or privilege. This falls under IHRA guideline 2.1.2 regarding 'stereotypical allegations about Jews as such or the power of Jews as collective.'",Jews,RT @mehrettt: This is a perfect example of how Jews across NYC are allowed to do as they please.,true_positive
"Sharpton has called Jews “Diamond Merchants” and “Kikes”, and incited violence against them in the Crown Heights Riots with “If the Jews want to get it on, tell them to pin their yarmulkes back and come over to my house.""",0,1,919,1156027060856299520,2019-07-30 02:21:43+00:00,CrackaJackin,"The text describes the use of antisemitic slurs ('Kikes') and stereotypical allegations about Jews ('Diamond Merchants'), which falls under IHRA guideline 2.1.2 regarding stereotypical allegations about Jews. The quoted incitement to violence against Jews also constitutes antisemitic rhetoric targeting Jews as a group.",Kikes,"@nypost Sharpton has called Jews “Diamond Merchants” and “Kikes”, and incited violence against them in the Crown Heights Riots with “If the Jews want to get it on, tell them to pin their yarmulkes back and come over to my house.""",false_positive
"Now the Berean Jews were of more noble character than those in Thessalonica, for they received the message with great eagerness and examined the Scriptures every day to see if what Paul said was true.\nActs 17:11 NIV\n#ThursdayMotivation",0,0,418,1230530032436752385,2020-02-20 16:29:56+00:00,VascoVick,"This text is a direct biblical quote from Acts 17:11 praising the Berean Jews for their noble character and eagerness to examine Scripture. It presents Jews in a positive light and contains no hatred, stereotypes, or negative characterizations of Jews.",Jews,"Now the Berean Jews were of more noble character than those in Thessalonica, for they received the message with great eagerness and examined the Scriptures every day to see if what Paul said was true.\nActs 17:11 NIV\n#ThursdayMotivation",true_negative
You Trust them ? They regret nothing !! Watch Biden He will have to dance the way his Zionist Masters want him to Dance every USA president is a puppet of the Facist Zionist Lobby ! Biden and a Harris have both given there FULL support for Facist Israel  !!!!,1,1,152,1339290361714315265,2020-12-16 19:24:39+00:00,AkbarAliJerry1,The text contains antisemitic conspiracy theories about 'Zionist Masters' controlling the US president and references to a 'Facist Zionist Lobby' controlling American politics. This aligns with IHRA guideline 2.1.2 regarding allegations about Jews controlling government institutions and conspiracy theories about Jewish power.,Israel,@AkbarSAhmed You Trust them ? They regret nothing !! Watch Biden He will have to dance the way his Zionist Masters want him to Dance every USA president is a puppet of the Facist Zionist Lobby ! Biden and a Harris have both given there FULL support for Facist Israel  !!!!,true_positive
The number 1 story in the world should be that President  just brokered a peace deal between Israel &amp; the United Arab Emirates. \n\nThis is worthy of the Nobel Peace Prize.,0,0,61,1294075242432913413,2020-08-14 00:55:55+00:00,ladypeg09,"The text positively discusses a peace deal between Israel and the UAE brokered by a President, suggesting it deserves a Nobel Peace Prize. This is standard diplomatic commentary that treats Israel like any other nation and contains no antisemitic content, stereotypes, or hatred toward Jews.",Israel,The number 1 story in the world should be that President @realDonaldTrump just brokered a peace deal between Israel &amp; the United Arab Emirates. \n\nThis is worthy of the Nobel Peace Prize.,true_negative
RT : How come when I say Jews run the world I get called anti Semitic?   Nigga that�s a COMPLIMENT,1,1,1327,1284253722193866759,2020-07-17 22:28:42+00:00,entrepr8nigga,"The text contains the antisemitic stereotype that 'Jews run the world,' which falls under IHRA guideline 2.1.2 regarding 'stereotypical allegations about Jews as such or the power of Jews as collective.' This perpetuates the myth of Jewish world control, a classic antisemitic trope, regardless of the speaker's claimed intent to compliment.",Jews,RT @CatPrince33: How come when I say Jews run the world I get called anti Semitic?   Nigga that�s a COMPLIMENT,true_positive
Jews stay rich ... keep them in ur corner for direction ... Jews own soo much !,1,1,1481,1244328587416588288,2020-03-29 18:20:28+00:00,slayadidanca,"The text contains stereotypical allegations about Jews as a collective, specifically the stereotype that Jews are wealthy and own much property. This aligns with IHRA guideline 2.1.2 regarding 'stereotypical allegations about Jews as such or the power of Jews as collective' and the clarification's list of antisemitic stereotypes including 'immensely rich' and 'being good with money.'",Jews,@_short_and_ish Jews stay rich ... keep them in ur corner for direction ... Jews own soo much !,true_positive
"Republicans: “The people shouting Jews Will Not Replace Us were very fine people who only meant that they liked Robert E. Lee, who was also a great guy”\n\nAlso Republicans: “We truly have no idea why racists feel comfortable shooting up synagogues”",0,0,273,1122620323696971776,2019-04-28 21:55:17+00:00,kropotkinder,"This text criticizes Republicans for allegedly contradicting themselves regarding antisemitism and racism, but does not express hatred toward Jews or make antisemitic allegations. The text actually appears to condemn antisemitic violence by pointing out the inconsistency in downplaying racist rhetoric while expressing confusion about synagogue shootings.",Jews,"Republicans: “The people shouting Jews Will Not Replace Us were very fine people who only meant that they liked Robert E. Lee, who was also a great guy”\n\nAlso Republicans: “We truly have no idea why racists feel comfortable shooting up synagogues”",true_negative
